"TG_DOCNR","TG_DATE","TG_ACCOUNT","TG_FACTOR","TG_ORDER","TG_INVNR"
" 2247","23-03-2007","20565",1,"",""
" 2248","23-03-2007","30136",1,"",""
" 2249","23-03-2007","30030",1,"",""
" 2250","26-03-2007","20007",1,"",""
" 2251","05-04-2007","20007",1,"",""
" 2252","05-04-2007","20007",1,"",""
" 2253","11-04-2007","20007",1,"",""
" 2255","13-04-2007","STEIN",1,"",""
" 2257","17-04-2007","30615",1,"",""
" 2258","19-04-2007","20007",1,"",""
" 2259","23-04-2007","20007",1,"",""
" 2260","23-04-2007","20007",1,"",""
" 2261","23-04-2007","00067",1,"",""
" 2262","23-04-2007","00569",1,"",""
" 2264","24-04-2007","00754",1,"",""
" 2265","26-04-2007","VIN",1,"",""
" 2266","30-04-2007","30615",1,"",""
" 2267","02-05-2007","20007",1,"",""
" 2268","04-05-2007","20007",1,"",""
" 2270","09-05-2007","10931",1,"",""
" 2271","11-05-2007","20007",1,"",""
" 2272","14-05-2007","30615",1,"",""
" 2273","23-04-2007","00663",1,"",""
" 2274","11-05-2007","20007",1,"",""
" 2275","16-05-2007","20007",1,"",""
" 2276","21-05-2007","20007",1,"",""
" 2277","29-05-2007","30615",1,"",""
" 2278","30-05-2007","00695",1,"",""
" 2279","04-06-2007","30615",1,"",""
" 2280","04-06-2007","30676",1,"",""
" 2281","04-06-2007","30706",1,"",""
" 2282","04-06-2007","20007",1,"",""
" 2283","05-06-2007","10931",1,"",""
" 2284","05-06-2007","30615",1,"",""
" 2285","07-06-2007","30615",1,"",""
" 2286","11-06-2007","20007",1,"",""
" 2287","14-06-2007","30677",1,"",""
" 2288","14-06-2007","30478",1,"",""
" 2289","14-06-2007","30615",1,"",""
" 2290","26-06-2007","20007",1,"",""
" 2292","29-06-2007","30615",1,"",""
" 2293","29-06-2007","20007",1,"",""
" 2294","05-07-2007","30615",1,"",""
" 2296","05-07-2007","30677",1,"",""
" 2297","06-07-2007","00067",1,"",""
" 2298","09-07-2007","30BR",1,"",""
" 2299","09-07-2007","00569",1,"",""
" 2300","11-07-2007","20007",1,"",""
" 2301","11-07-2007","20007",1,"",""
" 2302","12-07-2007","10931",1,"",""
" 2303","13-07-2007","00569",1,"",""
" 2304","17-07-2007","00477",1,"",""
" 2305","18-07-2007","00569",1,"",""
" 2306","18-07-2007","30745",1,"",""
" 2307","18-07-2007","30AM",1,"",""
" 2308","18-07-2007","30731",1,"",""
" 2309","18-07-2007","20007",1,"",""
" 2310","19-07-2007","00569",1,"",""
" 2311","20-07-2007","00477",1,"",""
" 2312","23-07-2007","20007",1,"",""
" 2313","26-07-2007","10931",1,"",""
" 2314","26-07-2007","20007",1,"",""
" 2315","27-07-2007","20007",1,"",""
" 2316","31-07-2007","30763",1,"",""
" 2317","20-08-2007","20007",1,"",""
" 2318","24-08-2007","20007",1,"",""
" 2319","27-08-2007","20007",1,"",""
" 2320","27-08-2007","30731",1,"",""
" 2322","28-08-2007","30615",1,"",""
" 2323","30-08-2007","20007",1,"",""
" 2324","10-09-2007","30731",1,"",""
" 2325","10-09-2007","20007",1,"",""
" 2326","17-09-2007","20007",1,"",""
" 2327","17-09-2007","00615",1,"",""
" 2328","19-09-2007","20500",1,"",""
" 2329","24-09-2007","20007",1,"",""
" 2330","26-09-2007","20PLU",1,"",""
" 2331","26-09-2007","30615",1,"",""
" 2332","01-10-2007","20007",1,"",""
" 2333","10-10-2007","00569",1,"",""
" 2334","11-10-2007","10931",1,"",""
" 2335","11-10-2007","00768",1,"",""
" 2336","11-10-2007","00080",1,"",""
" 2337","15-10-2007","20007",1,"",""
" 2338","16-10-2007","10931",1,"",""
" 2339","16-10-2007","30677",1,"",""
" 2340","17-10-2007","00MEN",1,"",""
" 2341","18-10-2007","00477",1,"",""
" 2343","22-10-2007","30300",1,"",""
" 2344","23-10-2007","20007",1,"",""
" 2345","24-10-2007","20304",1,"",""
" 2346","25-10-2007","10931",1,"",""
" 2347","30-10-2007","20007",1,"",""
" 2349","06-11-2007","20007",1,"",""
" 2350","12-11-2007","20007",1,"",""
" 2351","13-11-2007","00794",1,"",""
" 2352","15-11-2007","20007",1,"",""
" 2354","15-11-2007","30765",1,"",""
" 2355","19-11-2007","00794",1,"",""
" 2356","19-11-2007","10931",1,"",""
" 2357","20-11-2007","20007",1,"",""
" 2358","21-11-2007","00794",1,"",""
" 2359","26-11-2007","30580",1,"",""
" 2360","28-11-2007","00188",1,"",""
" 2361","29-11-2007","00794",1,"",""
" 2362","30-11-2007","20007",1,"",""
" 2363","10-12-2007","20007",1,"",""
" 2364","13-12-2007","10931",1,"",""
" 2365","13-12-2007","30677",1,"",""
" 2366","13-12-2007","30615",1,"",""
" 2367","13-12-2007","30691",1,"",""
" 2368","17-12-2007","00695",1,"",""
" 2370","18-12-2007","20007",1,"",""
" 2371","18-12-2007","00794",1,"",""
" 2372","19-12-2007","20007",1,"",""
" 2373","20-12-2007","30691",1,"",""
" 2374","02-01-2008","30770",1,"",""
" 2375","02-01-2008","20007",1,"",""
" 2376","04-01-2008","10DPL",1,"",""
" 2377","07-01-2008","20007",1,"",""
" 2379","07-01-2008","20007",1,"",""
" 2380","07-01-2008","30691",1,"",""
" 2381","09-01-2008","20007",1,"",""
" 2382","14-01-2008","20007",1,"",""
" 2383","15-01-2008","00569",1,"",""
" 2385","15-01-2008","00794",1,"",""
" 2386","15-01-2008","20007",1,"",""
" 2387","18-01-2008","20007",1,"",""
" 2388","22-01-2008","30M",1,"",""
" 2389","23-01-2008","00477",1,"",""
" 2391","28-01-2008","30770",1,"",""
" 2392","28-01-2008","30691",1,"",""
" 2393","29-01-2008","30732",1,"",""
" 2394","25-01-2008","20007",1,"",""
" 2395","04-02-2008","00569",1,"",""
" 2396","01-02-2008","20007",1,"",""
" 2397","06-02-2008","30774",1,"",""
" 2398","07-02-2008","30002",1,"",""
" 2399","12-02-2008","30774",1,"",""
" 2402","13-02-2008","20007",1,"",""
" 2403","15-02-2008","00083",1,"",""
" 2404","15-02-2008","00083",1,"",""
" 2405","18-02-2008","00083",1,"",""
" 2406","18-02-2008","20007",1,"",""
" 2407","21-02-2008","30691",1,"",""
" 2408","25-02-2008","30774",1,"",""
" 2409","25-02-2008","30002",1,"",""
" 2410","26-02-2008","20007",1,"",""
" 2411","27-02-2008","17001",1,"",""
" 2412","27-02-2008","00685",1,"",""
" 2413","04-03-2008","20007",1,"",""
" 2414","10-03-2008","20007",1,"",""
" 2415","13-03-2008","30691",1,"",""
" 2416","18-03-2008","20007",1,"",""
" 2417","18-03-2008","30508",1,"",""
" 2418","18-03-2008","30691",1,"",""
" 2419","19-03-2008","NACHM",1,"",""
" 2420","21-03-2008","20007",1,"",""
" 2421","25-03-2008","00569",1,"",""
" 2422","27-03-2008","00377",1,"",""
" 2423","31-03-2008","50152",1,"",""
" 2424","01-04-2008","17001",1,"",""
" 2425","02-04-2008","20007",1,"",""
" 2426","07-04-2008","00695",1,"",""
" 2427","08-04-2008","20007",1,"",""
" 2428","10-04-2008","30HO",1,"",""
" 2429","10-04-2008","30777",1,"",""
" 2430","10-04-2008","30778",1,"",""
" 2431","15-04-2008","20007",1,"",""
" 2432","15-04-2008","20007",1,"",""
" 2433","17-04-2008","30691",1,"",""
" 2434","18-04-2008","00790",1,"",""
" 2435","24-04-2008","20007",1,"",""
" 2436","24-04-2008","20007",1,"",""
" 2437","24-04-2008","00726",1,"",""
" 2439","25-04-2008","20007",1,"",""
" 2440","29-04-2008","20007",1,"",""
" 2441","05-05-2008","30774",1,"",""
" 2444","07-05-2008","00083",1,"",""
" 2446","08-05-2008","30774",1,"",""
" 2447","14-05-2008","20007",1,"",""
" 2448","14-05-2008","20007",1,"",""
" 2449","16-05-2008","00615",1,"",""
" 2450","19-05-2008","20007",1,"",""
" 2451","23-05-2008","20007",1,"",""
" 2453","30-05-2008","30136",1,"",""
" 2454","02-06-2008","00569",1,"",""
" 2455","03-06-2008","20007",1,"",""
" 2457","03-06-2008","20PLU",1,"",""
" 2458","11-06-2008","20007",1,"",""
" 2459","16-06-2008","30774",1,"",""
" 2460","16-06-2008","00794",1,"",""
" 2461","13-06-2008","20007",1,"",""
" 2462","17-06-2008","00569",1,"",""
" 2464","23-06-2008","17001",1,"",""
" 2466","25-06-2008","20PLU",1,"",""
" 2467","26-06-2008","20007",1,"",""
" 2468","25-06-2008","20007",1,"",""
" 2469","07-07-2008","20007",1,"",""
" 2470","08-07-2008","00492",1,"",""
" 2471","08-07-2008","30774",1,"",""
" 2472","14-07-2008","20602",1,"",""
" 2473","10-07-2008","20007",1,"",""
" 2474","16-07-2008","30774",1,"",""
" 2475","22-07-2008","30691",1,"",""
" 2476","22-07-2008","30615",1,"",""
" 2477","22-07-2008","30774",1,"",""
" 2478","22-07-2008","30774",1,"",""
" 2479","22-07-2008","30774",1,"",""
" 2480","22-07-2008","20007",1,"",""
" 2481","22-07-2008","30774",1,"",""
" 2482","22-07-2008","30691",1,"",""
" 2483","23-07-2008","30TOP",1,"",""
" 2484","23-07-2008","20007",1,"",""
" 2485","23-07-2008","30691",1,"",""
" 2486","24-07-2008","20007",1,"",""
" 2487","28-07-2008","30615",1,"",""
" 2489","29-07-2008","30691",1,"",""
" 2490","29-07-2008","30691",1,"",""
" 2493","05-08-2008","20007",1,"",""
" 2494","07-08-2008","20007",1,"",""
" 2495","08-08-2008","20007",1,"",""
" 2496","14-08-2008","20007",1,"",""
" 2498","20-08-2008","30AV",1,"",""
" 2499","20-08-2008","30691",1,"",""
" 2500","20-08-2008","30660",1,"",""
" 2501","20-08-2008","20007",1,"",""
" 2502","20-08-2008","20007",1,"",""
" 2503","29-08-2008","ASP",1,"",""
" 2504","01-09-2008","20007",1,"",""
" 2505","01-09-2008","ASP",1,"",""
" 2506","03-09-2008","00730",1,"",""
" 2507","03-09-2008","00730",1,"",""
" 2508","04-09-2008","17001",1,"",""
" 2509","04-09-2008","30615",1,"",""
" 2510","08-09-2008","00569",1,"",""
" 2511","05-09-2008","20007",1,"",""
" 2512","10-09-2008","00475",1,"",""
" 2513","10-09-2008","00475",1,"",""
" 2514","11-09-2008","00505",1,"",""
" 2515","06-08-2008","20602",1,"",""
" 2516","12-09-2008","20007",1,"",""
" 2517","19-09-2008","30774",1,"",""
" 2518","24-09-2008","00475",1,"",""
" 2519","26-09-2008","20007",1,"",""
" 2520","08-10-2008","20007",1,"",""
" 2521","13-10-2008","20007",1,"",""
" 2522","","30774",1,"",""
" 2523","07-10-2008","30544",1,"",""
" 2524","24-10-2008","20007",1,"",""
" 2525","27-10-2008","20007",1,"",""
" 2526","04-11-2008","20007",1,"",""
" 2527","12-11-2008","30615",1,"",""
" 2528","12-11-2008","20315",1,"",""
" 2529","13-11-2008","30691",1,"",""
" 2530","12-11-2008","30691",1,"",""
" 2531","18-11-2008","20007",1,"",""
" 2532","18-11-2008","20007",1,"",""
" 2533","18-11-2008","30706",1,"",""
" 2534","24-11-2008","20007",1,"",""
" 2535","01-12-2008","30M",1,"",""
" 2536","28-11-2008","20007",1,"",""
" 2537","05-12-2008","30136",1,"",""
" 2538","05-12-2008","20007",1,"",""
" 2540","12-12-2008","00695",1,"",""
" 2541","12-12-2008","20007",1,"",""
" 2543","15-12-2008","16360",1,"",""
" 2544","19-12-2008","20007",1,"",""
" 2545","24-12-2008","20007",1,"",""
" 2546","05-01-2009","20007",1,"",""
" 2547","09-01-2009","20007",1,"",""
" 2548","09-01-2009","20007",1,"",""
" 2550","16-01-2009","20007",1,"",""
" 2551","21-01-2009","17001",1,"",""
" 2552","23-01-2009","16071",1,"",""
" 2553","23-01-2009","17001",1,"",""
" 2554","23-01-2009","20007",1,"",""
" 2555","30-01-2009","20007",1,"",""
" 2556","03-02-2009","30415",1,"",""
" 2557","05-02-2009","16050",1,"",""
" 2558","05-02-2009","16050",1,"",""
" 2559","06-02-2009","00726",1,"",""
" 2560","09-02-2009","20007",1,"",""
" 2561","16-02-2009","20007",1,"",""
" 2562","23-02-2009","20007",1,"",""
" 2563","25-02-2009","30635",1,"",""
" 2565","25-02-2009","20007",1,"",""
" 2566","26-02-2009","00849",1,"",""
" 2569","27-02-2009","20007",1,"",""
" 2570","25-02-2009","20007",1,"",""
" 2571","06-03-2009","20007",1,"",""
" 2572","13-03-2009","20007",1,"",""
" 2573","20-03-2009","20PLU",1,"",""
" 2575","23-03-2009","20007",1,"",""
" 2576","19-03-2009","30300",1,"",""
" 2577","29-03-2009","20007",1,"",""
" 2578","30-03-2009","20007",1,"",""
" 2581","01-04-2009","20PLU",1,"",""
" 2582","03-04-2009","20007",1,"",""
" 2583","07-04-2009","20007",1,"",""
" 2584","14-04-2009","20007",1,"",""
" 2585","20-04-2009","20007",1,"",""
" 2586","27-04-2009","20007",1,"",""
" 2587","05-05-2009","20007",1,"",""
" 2588","14-05-2009","00695",1,"",""
" 2589","19-05-2009","20007",1,"",""
" 2590","25-05-2009","20007",1,"",""
" 2591","02-06-2009","30799",1,"",""
" 2592","02-06-2009","20007",1,"",""
" 2593","03-06-2009","30691",1,"",""
" 2594","04-06-2009","17001",1,"",""
" 2595","10-06-2009","00SU",1,"",""
" 2596","11-06-2009","SAGED",1,"",""
" 2597","15-06-2009","20007",1,"",""
" 2598","29-06-2009","20007",1,"",""
" 2599","29-06-2009","00475",1,"",""
" 2600","14-07-2009","20007",1,"",""
" 2601","17-07-2009","20007",1,"",""
" 2602","24-08-2009","20007",1,"",""
" 2603","07-08-2009","20007",1,"",""
" 2604","24-08-2009","00695",1,"",""
" 2605","21-08-2009","20007",1,"",""
" 2606","24-08-2009","00695",1,"",""
" 2607","25-08-2009","20007",1,"",""
" 2608","31-08-2009","20007",1,"",""
" 2609","07-09-2009","20007",1,"",""
" 2610","09-09-2009","30030",1,"",""
" 2611","10-09-2009","00492",1,"",""
" 2612","15-09-2009","00401",1,"",""
" 2613","15-09-2009","00920",1,"",""
" 2614","15-09-2009","20007",1,"",""
" 2615","25-09-2009","20007",1,"",""
" 2616","02-10-2009","20007",1,"",""
" 2617","08-10-2009","20007",1,"",""
" 2618","13-10-2009","20007",1,"",""
" 2619","16-10-2009","00695",1,"",""
" 2620","16-10-2009","G",1,"",""
" 2621","19-10-2009","00794",1,"",""
" 2622","19-10-2009","30615",1,"",""
" 2623","21-10-2009","30615",1,"",""
" 2624","22-10-2009","00726",1,"",""
" 2625","22-10-2009","30691",1,"",""
" 2626","23-10-2009","10931",1,"",""
" 2627","23-10-2009","00695",1,"",""
" 2628","23-10-2009","00549",1,"",""
" 2629","26-10-2009","20007",1,"",""
" 2630","28-10-2009","16326",1,"",""
" 2631","28-10-2009","30691",1,"",""
" 2632","30-10-2009","30615",1,"",""
" 2633","30-10-2009","30802",1,"",""
" 2634","02-11-2009","20007",1,"",""
" 2636","05-11-2009","20007",1,"",""
" 2638","06-11-2009","20007",1,"",""
" 2639","10-11-2009","62029",1,"",""
" 2640","16-11-2009","20007",1,"",""
" 2641","16-11-2009","30706",1,"",""
" 2642","18-11-2009","00HEL",1,"",""
" 2643","17-11-2009","62029",1,"",""
" 2644","23-11-2009","30706",1,"",""
" 2645","20-11-2009","20007",1,"",""
" 2647","26-11-2009","30615",1,"",""
" 2646","27-11-2009","20007",1,"",""
" 2648","01-12-2009","30712",1,"",""
" 2649","04-12-2009","30AK",1,"",""
" 2650","04-12-2009","30AV",1,"",""
" 2651","04-12-2009","30796",1,"",""
" 2652","04-12-2009","20007",1,"",""
" 2653","09-12-2009","30135",1,"",""
" 2654","10-12-2009","30615",1,"",""
" 2655","10-12-2009","30706",1,"",""
" 2657","14-12-2009","20007",1,"",""
" 2658","07-12-2009","20007",1,"",""
" 2659","21-12-2009","00401",1,"",""
" 2660","23-12-2009","30135",1,"",""
" 2661","23-12-2009","30615",1,"",""
" 2662","23-12-2009","30YNA",1,"",""
" 2663","04-01-2010","20007",1,"",""
" 2664","04-01-2010","20007",1,"",""
" 2665","04-01-2010","30546",1,"",""
" 2666","04-01-2010","20007",1,"",""
" 2667","04-01-2010","20007",1,"",""
" 2668","07-01-2010","00730",1,"",""
" 2669","11-01-2010","00730",1,"",""
" 2670","11-01-2010","20007",1,"",""
" 2671","11-01-2010","30546",1,"",""
" 2672","11-01-2010","30NIR",1,"",""
" 2673","14-01-2010","00695",1,"",""
" 2674","18-01-2010","30185",1,"",""
" 2675","15-01-2010","20007",1,"",""
" 2676","25-01-2010","20007",1,"",""
" 2677","25-01-2010","30602",1,"",""
" 2678","26-01-2010","30DAV",1,"",""
" 2679","26-01-2010","30450",1,"",""
" 2680","01-02-2010","30546",1,"",""
" 2681","01-02-2010","20007",1,"",""
" 2682","01-02-2010","62029",1,"",""
" 2683","05-02-2010","30DAV",1,"",""
" 2684","04-02-2010","30546",1,"",""
" 2685","08-02-2010","20007",1,"",""
" 2686","08-02-2010","30673",1,"",""
" 2687","08-02-2010","30546",1,"",""
" 2688","08-02-2010","30LEV",1,"",""
" 2689","08-02-2010","30770",1,"",""
" 2690","10-02-2010","99999",1,"",""
" 2691","12-02-2010","10931",1,"",""
" 2692","12-02-2010","30EMA",1,"",""
" 2693","12-02-2010","30478",1,"",""
" 2694","15-02-2010","20007",1,"",""
" 2695","16-02-2010","30275",1,"",""
" 2696","19-02-2010","30691",1,"",""
" 2697","19-02-2010","20007",0,"",""
" 2698","25-02-2010","30691",1,"",""
" 2699","25-02-2010","A.I.M",1,"",""
" 2700","25-02-2010","30615",1,"",""
" 2701","26-02-2010","20007",1,"",""
" 2702","26-02-2010","30615",1,"",""
" 2703","26-02-2010","30546",1,"",""
" 2704","26-02-2010","30770",1,"",""
" 2705","26-02-2010","30YE",1,"",""
" 2707","03-03-2010","30770",1,"",""
" 2708","05-03-2010","20007",1,"",""
" 2709","11-03-2010","20015",1,"",""
" 2711","11-03-2010","30800",1,"",""
" 2712","12-03-2010","30803",1,"",""
" 2713","12-03-2010","30691",1,"",""
" 2714","12-03-2010","30718",1,"",""
" 2715","12-03-2010","30546",1,"",""
" 2716","12-03-2010","A.I.M",1,"",""
" 2717","12-03-2010","20007",1,"",""
" 2718","14-03-2010","30AV",1,"",""
" 2719","14-03-2010","30546",1,"",""
" 2720","14-03-2010","30YAR",1,"",""
" 2721","16-03-2010","30546",1,"",""
" 2722","16-03-2010","30691",1,"",""
" 2723","16-03-2010","30691",1,"",""
" 2724","16-03-2010","30805",1,"",""
" 2725","17-03-2010","30596",1,"",""
" 2726","17-03-2010","30546",1,"",""
" 2727","17-03-2010","30090",1,"",""
" 2729","19-03-2010","BELAD",1,"",""
" 2730","19-03-2010","30691",1,"",""
" 2731","19-03-2010","30718",1,"",""
" 2732","19-03-2010","20007",1,"",""
" 2733","22-03-2010","A.I.M",1,"",""
" 2734","22-03-2010","30691",1,"",""
" 2735","22-03-2010","30805",1,"",""
" 2736","24-03-2010","30129",1,"",""
" 2737","24-03-2010","30796",1,"",""
" 2738","24-03-2010","30718",1,"",""
" 2739","26-03-2010","30691",1,"",""
" 2740","24-03-2010","30SAL",1,"",""
" 2741","24-03-2010","30526",1,"",""
" 2742","29-03-2010","A.I.M",1,"",""
" 2743","29-03-2010","30546",1,"",""
" 2744","29-03-2010","30718",1,"",""
" 2745","26-03-2010","20007",1,"",""
" 2746","01-04-2010","ELE",1,"",""
" 2747","01-04-2010","30706",1,"",""
" 2748","01-04-2010","30WER",1,"",""
" 2749","01-04-2010","30577",1,"",""
" 2750","07-04-2010","30770",1,"",""
" 2751","07-04-2010","30796",1,"",""
" 2752","07-04-2010","30370",1,"",""
" 2753","07-04-2010","00794",1,"",""
" 2754","07-04-2010","30110",1,"",""
" 2755","07-04-2010","30718",1,"",""
" 2756","08-04-2010","30MOR",1,"",""
" 2757","08-04-2010","30609",1,"",""
" 2758","12-04-2010","30592",1,"",""
" 2759","08-04-2010","30691",1,"",""
" 2761","08-04-2010","20007",1,"",""
" 2762","12-04-2010","30800",1,"",""
" 2763","12-04-2010","30034",1,"",""
" 2764","12-04-2010","30ALE",1,"",""
" 2765","13-04-2010","30OME",1,"",""
" 2766","13-04-2010","30691",1,"",""
" 2767","13-04-2010","30546",1,"",""
" 2768","13-04-2010","30185",1,"",""
" 2769","14-04-2010","30370",1,"",""
" 2770","14-04-2010","30KDD",1,"",""
" 2771","14-04-2010","30MOS",1,"",""
" 2772","14-04-2010","30370",1,"",""
" 2773","14-04-2010","30805",1,"",""
" 2774","16-04-2010","20007",1,"",""
" 2775","19-04-2010","17001",1,"",""
" 2777","21-04-2010","ELE",1,"",""
" 2776","21-04-2010","ELE",1,"",""
" 2778","21-04-2010","ELE",1,"",""
" 2779","15-04-2010","30718",1,"",""
" 2780","15-04-2010","MOSHE",1,"",""
" 2782","15-04-2010","30800",1,"",""
" 2783","15-04-2010","30ELR",1,"",""
" 2784","15-04-2010","30EL",1,"",""
" 2785","15-04-2010","30185",1,"",""
" 2786","23-04-2010","30691",1,"",""
" 2787","23-04-2010","30603",1,"",""
" 2788","21-04-2010","30SWA",1,"",""
" 2789","22-04-2010","30691",1,"",""
" 2790","22-04-2010","30718",1,"",""
" 2791","23-04-2010","20007",1,"",""
" 2793","28-04-2010","MENAM",1,"",""
" 2794","28-04-2010","30691",1,"",""
" 2795","28-04-2010","30AV",1,"",""
" 2796","28-04-2010","30400",1,"",""
" 2797","28-04-2010","30488",1,"",""
" 2798","28-04-2010","30546",1,"",""
" 2799","28-04-2010","30ARI",1,"",""
" 2800","29-04-2010","30222",1,"",""
" 2801","03-05-2010","30691",1,"",""
" 2802","29-04-2010","30770",1,"",""
" 2804","30-04-2010","20007",1,"",""
" 2805","02-05-2010","30691",1,"",""
" 2807","03-05-2010","SIGNA",1,"",""
" 2808","03-05-2010","30691",1,"",""
" 2809","05-05-2010","30691",1,"",""
" 2810","07-05-2010","20007",1,"",""
" 2811","12-05-2010","30778",1,"",""
" 2812","12-05-2010","30AV",1,"",""
" 2813","12-05-2010","30G.E",1,"",""
" 2814","12-05-2010","A.I.M",1,"",""
" 2815","12-05-2010","30691",1,"",""
" 2816","12-05-2010","30589",1,"",""
" 2817","12-05-2010","30HO",1,"",""
" 2818","14-05-2010","62036",1,"",""
" 2819","14-05-2010","10931",1,"",""
" 2820","14-05-2010","20007",1,"",""
" 2821","17-05-2010","20015",1,"",""
" 2822","17-05-2010","30546",1,"",""
" 2823","24-05-2010","30185",1,"",""
" 2824","24-05-2010","30770",0,"",""
" 2825","24-05-2010","30546",1,"",""
" 2826","24-05-2010","30526",1,"",""
" 2827","24-05-2010","30691",1,"",""
" 2828","24-05-2010","A.I.M",1,"",""
" 2830","26-05-2010","30691",1,"",""
" 2829","26-05-2010","17001",1,"",""
" 2831","26-05-2010","17001",1,"",""
" 2833","26-05-2010","30KDD",1,"",""
" 2834","28-05-2010","20007",1,"",""
" 2835","31-05-2010","30802",1,"",""
" 2836","02-06-2010","30802",1,"",""
" 2837","03-06-2010","A.I.M",1,"",""
" 2838","03-06-2010","30371",1,"",""
" 2839","03-06-2010","30G.E",1,"",""
" 2840","07-06-2010","20005",1,"",""
" 2841","09-06-2010","A.I.M",1,"",""
" 2842","09-06-2010","30691",1,"",""
" 2843","09-06-2010","30370",1,"",""
" 2844","14-06-2010","20007",1,"",""
" 2845","13-06-2010","30770",1,"",""
" 2846","13-06-2010","30Y.D",1,"",""
" 2847","13-06-2010","30005",1,"",""
" 2848","15-06-2010","20PLU",1,"",""
" 2850","15-06-2010","20007",1,"",""
" 2851","17-06-2010","30609",1,"",""
" 2852","15-06-2010","A.I.M",1,"",""
" 2853","18-06-2010","20PLU",1,"",""
" 2854","21-06-2010","30DU",1,"",""
" 2855","18-06-2010","20007",1,"",""
" 2856","21-06-2010","A.I.M",1,"",""
" 2858","24-06-2010","17001",1,"",""
" 2859","24-06-2010","20007",1,"",""
" 2860","24-06-2010","30770",1,"",""
" 2861","24-06-2010","30691",1,"",""
" 2862","28-06-2010","30691",1,"",""
" 2863","28-06-2010","30MAS",1,"",""
" 2864","28-06-2010","30770",1,"",""
" 2865","28-06-2010","30370",1,"",""
" 2866","28-06-2010","30691",1,"",""
" 2867","28-06-2010","A.I.M",1,"",""
" 2868","01-07-2010","20007",1,"",""
" 2869","01-07-2010","A.I.M",1,"",""
" 2870","01-07-2010","30718",1,"",""
" 2871","01-07-2010","30770",1,"",""
" 2872","05-07-2010","00695",1,"",""
" 2873","06-07-2010","00695",1,"",""
" 2874","05-07-2010","A.I.M",1,"",""
" 2875","05-07-2010","YACOV",1,"",""
" 2877","05-07-2010","IZ",1,"",""
" 2878","05-07-2010","30AV",1,"",""
" 2879","05-07-2010","30654",1,"",""
" 2880","07-07-2010","30691",1,"",""
" 2881","06-07-2010","30718",1,"",""
" 2882","06-07-2013","A.I.M",1,"",""
" 2883","08-07-2010","00695",1,"",""
" 2884","07-07-2010","A.I.M",1,"",""
" 2885","08-07-2010","20007",1,"",""
" 2887","09-07-2010","00695",1,"",""
" 2888","08-07-2010","30718",1,"",""
" 2889","08-07-2010","A.I.M",1,"",""
" 2890","08-07-2010","30691",1,"",""
" 2891","08-07-2010","30125",1,"",""
" 2892","08-07-2010","30MAS",1,"",""
" 2893","11-07-2010","30COA",1,"",""
" 2894","11-07-2010","00794",1,"",""
" 2895","11-07-2010","A.I.M",1,"",""
" 2896","11-07-2010","30745",1,"",""
" 2897","11-07-2010","30BAN",1,"",""
" 2899","11-07-2010","30MAS",1,"",""
" 2900","13-07-2010","20PLU",1,"",""
" 2901","12-07-2010","A.I.M",1,"",""
" 2902","12-07-2010","30MYA",1,"",""
" 2903","12-07-2010","20597",1,"",""
" 2904","12-07-2010","30125",1,"",""
" 2905","12-07-2010","30526",1,"",""
" 2906","15-07-2010","20007",1,"",""
" 2907","14-07-2010","30691",1,"",""
" 2908","14-07-2010","YACOV",1,"",""
" 2909","14-07-2010","30057",1,"",""
" 2910","14-07-2010","30108",1,"",""
" 2911","19-07-2010","30371",1,"",""
" 2912","19-07-2010","30718",1,"",""
" 2914","15-07-2010","30691",1,"",""
" 2915","18-07-2010","30VID",1,"",""
" 2916","18-07-2010","30E.E",1,"",""
" 2917","18-07-2010","30MAS",1,"",""
" 2918","18-07-2010","A.I.M",1,"",""
" 2919","19-07-2010","30WER",1,"",""
" 2920","19-07-2010","30MAS",1,"",""
" 2921","19-07-2010","30AV",1,"",""
" 2922","19-07-2010","30800",1,"",""
" 2923","19-07-2010","30125",1,"",""
" 2924","19-07-2010","A.I.M",1,"",""
" 2925","21-07-2010","20007",1,"",""
" 2926","22-07-2010","20007",1,"",""
" 2927","26-07-2010","30691",1,"",""
" 2928","22-07-2010","30718",1,"",""
" 2929","22-07-2010","A.I.M",1,"",""
" 2930","26-07-2010","A.I.M",1,"",""
" 2932","26-07-2010","30680",1,"",""
" 2933","26-07-2010","30MAS",1,"",""
" 2934","26-07-2010","30527",1,"",""
" 2935","26-07-2010","30ALE",1,"",""
" 2936","26-07-2010","30EFI",1,"",""
" 2937","26-07-2010","30185",1,"",""
" 2938","26-07-2010","A.I.M",1,"",""
" 2939","26-07-2010","30REF",1,"",""
" 2941","29-07-2010","A.I.M",1,"",""
" 2942","29-07-2010","30691",1,"",""
" 2940","29-07-2010","20PLU",1,"",""
" 2943","05-08-2010","10ELS",1,"",""
" 2944","18-08-2010","20007",1,"",""
" 2945","23-08-2010","30718",1,"",""
" 2946","23-08-2010","30770",1,"",""
" 2947","04-08-2010","20PLU",1,"",""
" 2948","26-08-2010","20PLU",1,"",""
" 2949","27-08-2010","20007",1,"",""
" 2950","29-08-2010","30546",1,"",""
" 2951","28-08-2010","30559",1,"",""
" 2952","29-08-2010","30708",1,"",""
" 2954","02-09-2010","00695",1,"",""
" 2955","06-09-2010","30TAN",1,"",""
" 2956","02-09-2010","A.I.M",1,"",""
